Sentence_ID	Sentence_Index	Aspect_Index	Aspect	Dep_Words	Aspect_Polarity
2443	1565	2	service	['food', 'Great', 'friendly', 'nonsense']	positive
2443	1565	3	bathroom	['a', 'food', 'funky', 'Great', 'clean']	positive
2443	1565	4	massamman curry	['food', 'dumplings']	positive
2010	1567	0	dinner	['girls', 'had', 'night']	neutral
3483	1569	0	ceiling	['on', 'the', 'noticed']	negative
3483	1569	1	dinner	['a', 'there', 'work', 'for']	neutral
255	1574	0	chow fun and chow see	['bland', 'My', 'ROOT', 'oily']	negative
828	1575	0	table	['a', 'at', 'seated', 'one']	positive
828	1575	1	reservation	['the', 'made']	positive
828	1575	2	seated	['table', 'we', 'made', 'ROOT', 'were']	positive
3553	1576	0	pita	['looked', 'naan', 'like']	negative
3553	1576	1	naan	['pita', 'instead']	negative
315	1577	0	menu	['the', 'at', 'rest', 'take']	neutral
315	1577	1	oysters	['the', 'fantastic']	positive
3282	1579	0	grilled cheese	['!', 'home', 'The']	positive
2219	1581	0	doors	['The', 'unique', 'sliding', 'red']	conflict
666	1582	0	service	['food', 'Great', 'ROOT']	positive
666	1582	1	food	['great', 'service']	positive
1910	1583	0	food	['The', 'worth', 'expensive']	conflict
1018	1584	0	food	['and', 'bad', 'service', 'get']	negative
1018	1584	1	service	['food', 'bad', 'good', 'get']	negative
1018	1584	2	service	['food', 'bad', 'good', 'get']	negative
1018	1584	3	good	['and', 'bad', 'service']	positive
39	1585	0	waitress	['our', 'seated']	negative
39	1585	1	check	['our', 'order']	neutral
2247	1586	0	terrace	['a', 'on', 'outside', 'feature']	positive
2458	1587	0	design	['and', 'good', 'food', 'lot', 'cool', 'drinks']	positive
2458	1587	1	drinks	['awsome', 'good', 'design']	positive
2458	1587	2	food	['and', 'good', 'design', 'lot']	positive
2458	1587	3	bar	['pink', 'the', 'eating', 'at']	neutral
1959	1589	0	bar	['the', 'at', 'approx', 'wait']	neutral
3228	1592	0	seafood	['love']	positive
3228	1592	1	place	['this', 'love']	positive
1837	1593	0	service	['Good', 'ROOT', 'fast']	positive
1296	1595	0	prices	['different', 'charge']	negative
2245	1597	0	service	['slow', 'in']	negative
2028	1598	0	cheese	['and', 'menu', 'amazing', 'experienced']	positive
2028	1598	1	menu	['a', 'cheese', 'experienced', 'summer', 'delicious', 'new']	positive
1916	1601	0	atmoshere	['cozy', 'that', 'an', 'leads', 'to', 'romantic']	positive
343	1602	0	Japanese cuisin	['cuisine']	negative
165	1603	0	food	['of', 'the', 'itself', 'terms']	neutral
165	1603	1	appetizers	['to', 'several', 'limited']	neutral
2508	1604	0	Jazz bands	['the', 'Love']	positive
3114	1606	0	hostess	['the', 'call', 'offered']	positive
3114	1606	1	wait	['a', 'was', 'minute']	negative
3114	1606	2	table	['ready', 'the']	positive
492	1607	0	servers	['The', 'give']	positive
1886	1608	0	service	['The', 'ok']	neutral
3512	1609	0	dish	['a', 'certain', 'prepared']	neutral
3156	1611	0	tables	['few', 'are']	negative
1947	1612	0	staff	['The', 'accomodating']	positive
1947	1612	1	ambiance	['the', 'exciting', 'relaxed']	positive
1947	1612	2	food	['world', 'the']	positive
1929	1613	0	food	['The', 'delicious']	positive
1929	1613	1	halibut special	['a', 'had', 'husband']	positive
1929	1613	2	steak	['had']	positive
1929	1613	3	service	['the', 'top']	positive
740	1614	0	manager	['claimed', 'The']	negative
740	1614	1	bill	['on', 'the', 'compensate', 'which', 'shows']	neutral
2797	1619	0	japanese comfort food	['authentic', 'yummy', 'get']	positive
409	1620	0	half price sushi deal	['advanatage', 'of', 'the', 'saturday']	positive
3442	1621	0	reservation	['late', 'our', 'for']	neutral
3442	1621	1	seated	['late', 'we', 'away', 'came', 'were']	positive
158	1623	0	appetizer platter	['the', 'order']	neutral
3186	1624	0	staff	['smiles', 'The', 'attentive']	positive
52	1626	0	dress codes	['place', 'ROOT', 'attitudes', 'plenty', 'No']	positive
52	1626	1	attitudes	['codes', 'no']	positive
52	1626	2	place	['a', 'great', 'codes', 'relax']	positive
2125	1627	0	pieces of sushi	['and', 'freshest', 'delicious']	positive
3371	1628	0	pasta	['Even', 'the', 'delicious']	positive
2115	1629	0	menu	['looked', 'the', 'at']	negative
2115	1629	1	dumplings	['section', 'were']	neutral
2115	1629	2	appetizer	['section']	negative
1546	1630	0	jewish deli food	['turns', 'artery', 'but', 'people']	conflict
753	1631	0	manager	['remembered', 'the', 'treated']	positive
3165	1633	0	toaster	['a', 'get']	negative
3505	1635	0	Neapolitan pizza	['making', 'authentic']	positive
3505	1635	1	zucchini blossoms	['frying']	positive
1747	1636	0	Wait staff	['unappreciative']	negative
1747	1636	1	pie	['business', 'UWS', 'but', 'the', 'its', 'best']	positive
1481	1637	0	ingredients	['taste', 'The']	positive
1481	1637	1	crust	['the', 'thinner', 'crispier']	positive
1481	1637	2	slice	['the', 'oily']	positive
1767	1638	0	Fish	['fresh']	positive
634	1639	0	prices	['The', 'CHEAP']	positive
634	1639	1	service	['and', 'of', 'quality', 'food']	positive
634	1639	2	food	['quality', 'service']	positive
968	1641	0	Vietnamese classics	['town', 'for']	positive
2300	1642	0	wait time	['!', 'me', 'less']	positive
1039	1644	0	decor	['blah', 'The', 'happening']	negative
3138	1645	0	fish tanks	['the', 'ease', 'by', 'greet', 'that']	positive
1547	1647	0	owner	['the', "'s", 'venture']	negative
2597	1648	0	pizza	['receipies', 'the', 'families', 'blows']	positive
715	1650	0	beef	['and', 'some', 'ordered', 'dishes']	negative
715	1650	1	noodle soup dishes	['ordered', 'beef']	negative
715	1650	2	menu	['of', 'the', 'section']	negative
2160	1651	0	cream cheeses	['of', 'different', 'selection']	positive
2160	1651	1	salads	['of', 'all', 'their']	positive
3437	1652	0	lobster sandwich	['The', 'good']	positive
3437	1652	1	spaghetti with Scallops and Shrimp	['great', 'good', 'the']	positive
939	1653	0	food	['The', 'authentic']	positive
3140	1654	0	dim sum	['The', 'delectable']	positive
3140	1654	1	prices	['the', 'easy']	positive
1714	1655	0	spinach ravioli in a light oil and garlic sauce	['dish', 'of', 'tried']	positive
1714	1655	1	dish	['a', 'simple', 'tried', 'ravioli']	positive
1714	1655	2	dishes	['similar', 'tried']	neutral
337	1656	0	Japanese food	['I']	negative
764	1660	0	Chicken Teriyaki dish	['a', 'ordered']	negative
764	1660	1	chicken	['dry', 'the']	negative
1329	1663	0	reservations	['had', '9pm']	negative
3198	1664	0	Pam's special fried fish	['had', 'Pam']	positive
3325	1666	0	service	['!']	negative
3304	1669	0	New England Chowder	['the', 'good', 'had']	positive
3304	1669	1	Lobster Bisque	['go', 'to', 'the']	positive
3608	1670	0	pizzas	['both', 'good']	positive
3203	1671	0	sushi	['favorites']	neutral
3499	1673	0	wines by the glass	['Not', 'enough', 'either']	negative
694	1674	0	duck breast special	['visit', 'the', 'had']	positive
831	1675	0	food	['the', 'pricey', 'for']	negative
271	1676	0	french indian fusion	['of', 'innovators']	positive
271	1676	1	dishes	['accessible']	positive
2677	1677	0	seat	['and', 'the', 'bar', 'take', 'half']	negative
2677	1677	1	bar	['the', 'between', 'seat']	neutral
844	1678	0	food	['the', 'speaks', 'gimmicks']	positive
551	1679	0	wait	['a', 'short', 'have']	positive
3709	1680	0	fried shrimp	['huge', 'the', 'had', 'which']	positive
1704	1682	0	food	['the', 'Lucky', 'for']	negative
1196	1683	0	service	['awful', 'The']	negative
1196	1683	1	table	['our', 'needed']	negative
3689	1684	0	appetizer	['and', 'cheese', 'fondue']	neutral
3689	1684	1	cheese fondue	['appetizer', 'an', 'through', 'get']	neutral
3472	1687	0	table	['a', 'had', 'for', 'hour']	negative
3472	1687	1	reservations	['had']	negative
16	1690	0	manager	['the', 'made', 'nice']	positive
16	1690	1	reservation	['a', 'without', 'had']	neutral
16	1690	2	bar	['the', 'wait', 'while', 'at']	neutral
16	1690	3	wait	['we', 'made', 'bar', 'had', 'to', 'our']	positive
2253	1691	0	green curry	['!']	positive
3425	1692	0	scallops	['the', 'had', 'appetizer']	positive
3425	1692	1	appetizer	['scallops', 'as', 'an']	positive
3425	1692	2	sauce	['the', 'wonderful']	positive
2698	1693	0	service	['quick', 'the']	positive
2698	1693	1	reservation	['our', 'of', 'time']	positive
2496	1694	0	seat	['a', 'and', 'full', 'currys']	positive
2496	1694	1	currys (masaman, green, red)	['the', 'full', 'red', 'seat']	positive
2496	1694	2	flavor	['of', 'full']	positive
124	1695	0	food	['sastifying', 'The']	positive
630	1697	0	dinner	['having']	positive
630	1697	1	drinks	['recommend', 'visiting']	positive
267	1698	0	bar	['The', 'stocked']	positive
267	1698	1	beers	['and', 'interesting', 'stocked', 'with', 'wines']	positive
267	1698	2	wines	['stocked', 'beers', 'priced']	positive
267	1698	3	priced	['well', 'wines']	positive
2657	1700	0	reservations	['make']	negative
920	1701	0	food	['The', 'good']	positive
2976	1702	0	wine selection	['Gigondas', 'Great', 'price']	positive
2976	1702	1	Gigondas	['selection']	positive
2976	1702	2	house champagne	['the', 'value']	positive
2976	1702	3	price	['and', 'selection', 'is', 'value', 'the', 'ROOT', 'worth']	neutral
2408	1703	0	music	['playing']	negative
304	1705	0	fish	['fresh', 'the']	positive
3225	1706	0	yellowfun tuna	['and', 'their', 'selection', 'love']	positive
3225	1706	1	mussel selection	['their', 'tuna', 'love']	positive
3154	1707	0	bagel	['fix']	positive
2348	1708	0	scenery	['school', 'made', 'old', 'lots', 'admire', 'its', 'Italian']	positive
2348	1708	1	dinner reservations	['early', 'admire', 'made']	positive
921	1710	0	place	['The', 'calm', 'nice']	positive
532	1711	0	Cheese plate	['delight']	positive
1972	1712	0	glasses of water	['drank', '4']	neutral
553	1713	0	service	['got', 'great', 'fast']	positive
1681	1714	0	servers	['of', 'the', 'Most']	positive
1734	1716	0	Service	['average']	neutral
2558	1717	0	Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual)	['a', 'oil', 'like', 'offering', 'specials', 'the', 'usual']	positive
2558	1717	1	specials	['terrific', 'plus', 'some', 'offering', 'pizza']	positive
3683	1719	0	sandwich	['a', 'forgot']	neutral
3683	1719	1	plastic forks	['include']	neutral
3683	1719	2	pita	['include']	neutral
3683	1719	3	hummus platter	['the', 'include', 'with']	neutral
2715	1720	0	steak	['The', 'good']	positive
2715	1720	1	fish	['the', 'good']	positive
2715	1720	2	sushi	['the', 'great']	positive
2295	1723	0	pizza	['place']	positive
3513	1724	0	service	['poor', 'The']	negative
3513	1724	1	staff	['attentive']	negative
2192	1730	0	cocktails	['and', 'decor', 'because', 'sushi', 'diverse', 'lot']	positive
2192	1730	1	decor	['cocktails', 'the', 'lot', 'chill']	positive
2192	1730	2	sushi	['cocktails', 'decent', 'the', 'lot']	positive
2020	1731	0	apple tarte tatin	['a', 'ended', 'flaky', 'with', 'light']	positive
2020	1731	1	dinner	['ended', 'the']	neutral
915	1732	0	buffet	['The', 'had']	positive
915	1732	1	selection	['a', 'had', 'nice']	positive
1768	1733	0	Waitstaff	['friendly']	positive
1664	1739	0	Service	['slow']	negative
1664	1739	1	food	['get']	neutral
3690	1740	0	chocolate	['try', 'the']	positive
2827	1743	0	food	['The', 'average']	negative
2827	1743	1	service	['the', 'pathetic']	negative
2827	1743	2	ambience	['all', 'was', 'no']	negative
1585	1744	0	SHOWS	['PUT']	positive
1585	1744	1	ACTORS	['PUT', 'ON', 'THE', 'BY']	positive
2163	1745	0	New York Bagel	['and', 'a', 'we', 'in', 'try', 'time']	neutral
3443	1746	0	service	['courteous']	positive
412	1749	0	miso soup	['The', 'lacked']	negative
412	1749	1	fish	['the', 'flavor', 'prepared']	negative
412	1749	2	flavor	['and', 'fish', 'prepared']	negative
2154	1751	0	bagels	['had', 'are', 'They', 'the', 'ROOT', 'best']	positive
1667	1753	0	ambience	['food']	neutral
1667	1753	1	food	['ambience', 'then', 'for', 'appreciation']	neutral
426	1754	0	space	['a', "'s", 'it', 'redone', 'so', 'attractive', 'now']	positive
1964	1755	0	filets	['and', 'for', 'appetizer', '2', '160', 'sides', 'drinks']	neutral
1964	1755	1	sides	['2', 'filets', '160']	neutral
1964	1755	2	appetizer	['filets', '160', 'an']	neutral
1964	1755	3	drinks	['filets', '160']	neutral
3380	1756	0	prices	['the', 'special']	neutral
3380	1756	1	portions	['huge', 'the']	positive
3185	1757	0	location	['a', 'go', 'ROOT', 'Its', 'quiet']	positive
3185	1757	1	meal	['a', 'good', 'eat']	positive
2651	1758	0	dinner	['arrived', 'expecting', 'for']	neutral
718	1759	0	spot	['hang', 'out']	positive
2848	1760	0	menu	['The', 'Fixe']	negative
2848	1760	1	food	['is', 'Well', 'it', 'itsuperb', 'prepared']	positive
2848	1760	2	Prix Fixe	['menu', 'is', 'prepared']	neutral
523	1762	0	wine list	['The', 'extensive', 'impressive']	positive
1497	1763	0	waitress	['the', 'wonderful', 'had']	positive
2861	1764	0	staff	['bistro', 'the', 'friendly']	positive
2697	1765	0	quail	['The', 'unique', 'fantastic']	positive
2697	1765	1	pastas	['the', 'full']	positive
2697	1765	2	flavor	['of', 'full']	positive
1116	1768	0	zucchini	['and', 'potatoes', 'The', 'blend']	positive
1116	1768	1	mashed potatoes	['blend', 'zucchini']	positive
1116	1768	2	garlic	['and', 'of', 'blend', 'butter']	positive
1116	1768	3	butter	['blend', 'garlic']	positive
3001	1769	0	staff	['The', 'courteous', 'friendly']	positive
2067	1771	0	Decor	['nice']	positive
2067	1771	1	service	['spotty']	negative
2491	1772	0	service	['impressed', 'the', 'Aside', 'rushed']	negative
2491	1772	1	food	['and', 'impressed', 'the', 'with', 'drinks']	positive
2491	1772	2	drinks	['food', 'impressed', 'the']	positive
1045	1774	0	Spicy Scallop roll	['the', 'have']	positive
2895	1775	0	Indian dining experience	['a', 'for', 'that', 'value', 'looking', 'fine']	positive
59	1776	0	Pub atmosphere	['even', 'And', 'great', 'with', 'it', 'ROOT']	conflict
1650	1777	0	sushi	['you', '1995', 'can', 'here', 'all']	positive
1835	1781	0	workers	['of', 'the', 'Some']	negative
1835	1781	1	order	['skipped', 'my']	negative
208	1782	0	specials	['The', 'good']	positive
1023	1783	0	desserts	['and', 'as', "'ve", 'foods', 'the', 'best', 'drinks']	positive
1023	1783	1	mixed drinks	['desserts', "'ve"]	positive
1023	1783	2	snack foods	['desserts', "'ve"]	positive
85	1784	0	chocolate mud cake (warmed)	['Try', 'scoops', 'warmed', 'the']	positive
85	1784	1	dulce de leche gelato	['of', 'scoops']	positive
609	1786	0	stauff	['cool']	positive
3417	1787	0	classical furniture	['made', 'that', 'of', 'same', 'much', 'the']	positive
3417	1787	1	menu	['the', 'overhauled']	negative
602	1788	0	burger	['I']	positive
909	1789	0	menu	['their', '$', 'tried']	neutral
488	1790	0	cole slaw	['and', 'knish', 'some', 'gotten']	neutral
488	1790	1	knish	['a', 'gotten', 'slaw']	neutral
769	1793	0	dinner	['5:30', 'arrived', 'for']	neutral
769	1793	1	reservations	['without', 'arrived']	neutral
3026	1794	0	blond wood decor	['The', 'soothing']	positive
3026	1794	1	sake	['the', 'premium', 'excellent']	positive
3026	1794	2	service	['the', 'great']	positive
661	1795	0	wait	['a', 'is']	conflict
2532	1797	0	money	['Your', 'spent']	neutral
1062	1798	0	bagel	['toast', 'eggs', 'the', 'for', 'your']	negative
1062	1798	1	eggs	['bagel', 'make']	negative
1062	1798	2	bagel	['toast', 'eggs', 'the', 'for', 'your']	negative
552	1799	0	glass of wine	['a', 'great', 'had']	positive
1722	1801	0	wait staff	['pleasant', 'The']	positive
1218	1802	0	atmosphere	['this', 'lacking']	negative
1218	1802	1	bagel	['anyways']	neutral
509	1803	0	Service	['good', 'warm']	positive
2318	1804	0	chicken tikka-masala	['tikka']	neutral
2318	1804	1	garlic naan	['tikka', 'some', 'had']	neutral
2318	1804	2	dinner	['had', 'For']	neutral
2676	1805	0	dinner	['a', 'NYC', 'top', 'romantic', 'for']	positive
2676	1805	1	setting	['the', 'top']	positive
3317	1808	0	Food	['good']	positive
3317	1808	1	view	['terrific', 'the', 'skiline']	positive
3527	1810	0	food	['nothing', 'The']	negative
3527	1810	1	menu description	['nothing', 'its', 'like']	negative
1387	1811	0	Pad Se-Ew	['Se']	positive
1387	1811	1	Chicken with Cashew Nuts	['Try', 'Se', 'experience']	positive
3629	1812	0	pizza	['ROOT', 'OK', 'It', "'s"]	neutral
594	1815	0	food	['decent', 'The']	neutral
594	1815	1	ambience	['matter', 'the']	conflict
2620	1817	0	service	['The', 'slow']	negative
2871	1821	0	specials	['atmosphere', 'good']	positive
2871	1821	1	atmosphere	['a', 'specials', 'warm', 'lively']	positive
2871	1821	2	French bistro fare	['basic', 'with', 'gem', 'prepared']	positive
46	1822	0	food	['The', 'some']	positive
656	1823	0	Shabu-Shabu	[]	positive
1301	1824	0	food	['The', 'horrible']	negative
1559	1825	0	Food	['cooked', 'appear']	conflict
3539	1829	0	dinner special	['the', 'attract', 'use']	neutral
3134	1831	0	food	['give', 'carts', 'of', 'point', 'delicious', 'the']	positive
3134	1831	1	people with carts of food	['give', 'point', 'understand', 'delicious', 'The', 'the']	negative
2643	1832	0	crackling calamari salad	['dressed', 'The', 'crispy', 'disaster', 'which']	positive
1655	1833	0	sushi place	['Not', 'the', 'greatest', 'eat', 'excellent']	negative
1935	1834	0	group dinner	['a', 'throw']	neutral
1254	1835	0	Thai ice tea	['!', 'The', 'smooth']	positive
3021	1836	0	staff	['with', 'the', 'had', 'maybe']	positive
1665	1837	0	Drinks	['priced']	negative
1665	1837	1	priced	['ROOT', 'way', 'Drinks']	negative
2432	1838	0	noise level	['about', 'the', 'complains']	negative
2432	1838	1	guy	['complains', 'ROOT', 'is', 'who', 'running', 'downside', 'the', 'nazi']	negative
2230	1839	0	food	['the', 'came']	negative
574	1841	0	prices	['Moderate']	neutral
3229	1844	0	meals	['some', 'the', 'had', 'life', 'best']	positive
1852	1845	0	food	['complaint', 'presented', 'was', 'un', 'the', 'ROOT']	conflict
2070	1848	0	food	['excellent']	positive
2671	1850	0	roofdeck	['ROOT', 'Great', 'group', 'music']	positive
2671	1850	1	music	['kind', 'roofdeck', 'but', 'no']	negative
335	1852	0	manager	['cared', 'the', 'woman']	positive
1845	1854	0	service	['plain']	neutral
1845	1854	1	sesame crusted Salmon	['plain', 'as', 'had']	neutral
149	1856	0	lunch	['a', 'for', 'quick', 'either', 'go', 'friend']	positive
3571	1857	0	food	['The', 'mediocre']	neutral
3571	1857	1	service	['made', 'that', 'it', 'horrible', 'the', 'was', 'mediocre']	negative
877	1859	0	crowd	['and', 'the', 'accurate', 'noise', 'about']	negative
877	1859	1	noise	['accurate', 'crowd']	negative
2415	1860	0	eats	['and', 'some', 'grab', 'cheap', 'drinks']	positive
2415	1860	1	drinks	['grab', 'eats']	positive
2415	1860	2	setting	['a', 'beautiful', 'grab', 'in']	positive
8	1863	0	service	['The', 'terrible']	negative
8	1863	1	served	['be', 'to', 'we', 'allowed']	negative
1713	1867	0	atmosphere	['the', 'filled']	positive
1713	1867	1	people	['and', 'beautiful', 'the', 'energy', 'course']	positive
1713	1867	2	food	['the', 'good']	positive
946	1868	0	desserts	['and', 'ordered', 'drinks']	neutral
946	1868	1	drinks	['desserts', 'ordered']	neutral
452	1870	0	Waiters	['sweet', 'slow']	conflict
303	1871	0	dinner	['for', 'here', 'once']	neutral
303	1871	1	brunch	['for', 'once']	neutral
303	1871	2	lunch	['and', 'for', 'I', 'been', 'have', 'ROOT']	neutral
982	1873	0	menu	['of', 'the', 'kicker']	neutral
982	1873	1	beef cubes	['is', 'however', 'or', 'kicker', 'the', 'ROOT', 'chicken']	positive
982	1873	2	chicken with chili and lemon grass	['the', 'cubes']	positive
1323	1875	0	music	['The', 'best']	positive
2899	1876	0	bread	['and', 'lamb', 'chops']	positive
2899	1876	1	lamb chops	['The', 'good', 'had', 'bread']	positive
2899	1876	2	meal	['the', 'had', 'before']	neutral
584	1878	0	service	['and', 'the', 'has', 'atmosphere', 'best']	positive
584	1878	1	atmosphere	['NYC', 'has', 'service']	positive
2906	1879	0	beer	['cold', 'works', 'ordered', 'which']	positive
3048	1881	0	noodles	['brought', 'complimentary', 'us']	negative
3048	1881	1	sugar	['ignored', 'for']	negative
3048	1881	2	dishes	['our', 'threw']	negative
1322	1882	0	Chicken Tikka Masala	['best']	positive
2089	1883	0	dumplings	['served', 'Excellent']	positive
2089	1883	1	decor	['chic', 'amid', 'clean', 'served']	positive
184	1884	0	kitchen	['The', 'slow', 'however']	negative
3697	1885	0	corned beef	['and', 'The', 'pastrami', 'excellent']	positive
3697	1885	1	pastrami	['beef', 'excellent']	positive
2364	1886	0	wait staff	['go', 'Cute', 'place', 'nice']	positive
2364	1886	1	place	['staff']	positive
1328	1888	0	hostess	['the', 'called']	positive
3588	1889	0	people	['bit']	negative
1482	1891	0	plain slice	['the', 'great', 'whole', 'The', 'topped']	positive
1482	1891	1	toppings	['get']	positive
1372	1892	0	Service	['horrible']	negative
1372	1892	1	ambience	['the', 'great']	negative
1602	1893	0	Service	['great']	positive
1602	1893	1	takeout	['good']	positive
1473	1895	0	pizza	['The', 'soggy', 'overpriced']	negative
929	1896	0	menu	['the', 'extensive']	positive
929	1896	1	view	['a', 'with', 'eat', 'sides']	positive
1675	1898	0	quality of food	['the', 'expensive', 'For']	negative
3220	1902	0	fish tanks	['to', 'the', 'too', 'fake']	negative
2395	1903	0	wait	['the', 'worth', 'though']	conflict
2746	1904	0	service	['bad', 'had']	positive
2746	1904	1	fish	['fresh', 'the', 'delicious']	positive
2718	1905	0	live jazz band	['and', 'taken', 'atmosphere', 'the', 'by']	positive
2718	1905	1	atmosphere	['taken', 'band']	positive
2718	1905	2	Lobster Cobb Salad	['the', 'ordered']	neutral
2063	1906	0	tea room	['small', 'cute', 'eat', 'which', 'in']	positive
2691	1907	0	meal	['!', 'and', 'What', 'experience', 'an', 'amazing']	positive
350	1908	0	apppetizers	['Unique', 'ROOT']	positive
2892	1909	0	staff	['The', 'attentive', 'kind']	positive
3227	1910	0	dinner	['a', 'town', 'for', 'Monday', 'restaurant', 'night']	positive
3684	1912	0	sandwiches	['the', 'come', 'nearing']	negative
3684	1912	1	chips	['or', 'come', 'side', 'like']	neutral
3684	1912	2	side	['a', 'come', 'chips']	neutral
2104	1914	0	wait	['The', 'sum']	negative
2104	1914	1	dim sum	['atmosphere', 'but', 'for', 'is', 'here', 'long', 'alternative', 'ROOT', 'wait']	neutral
2104	1914	2	dim sum atmosphere	['for', 'here', 'is', 'long', 'gig', 'raucous', 'but', 'the', 'wait', 'ROOT', 'alternative', 'typical']	neutral
2104	1914	3	tables	['sharing', 'like']	positive
2037	1916	0	money	['spending', 'food', 'much', 'get']	negative
2037	1916	1	indian food	['on', 'money']	neutral
693	1917	0	service	['the', 'excellent']	positive
693	1917	1	decor	['the', 'understated', 'cool']	positive
3184	1919	0	Thai food	['The', 'good']	positive
519	1921	0	selection of wine	['and', 'Great', 'ROOT', 'seafood']	positive
519	1921	1	seafood	['selection', 'wine']	positive
379	1923	0	prices	['Acceptable']	positive
3005	1925	0	sushi bar	['yasuda', 'the', 'at', 'seated']	neutral
3035	1927	0	taste	['great', 'for', 'restaurant']	positive
2233	1929	0	price	['not', '!', 'the', 'worth']	negative
905	1930	0	French food	['and', 'traditional', 'throw', 'service', 'to']	positive
905	1930	1	service	['food', 'throw', 'French']	positive
2965	1931	0	table	['a', 'group', 'get']	positive
2405	1932	0	food	['prices', 'Great', 'ROOT']	positive
2405	1932	1	prices	['food', 'at', 'reasonable']	positive
1730	1933	0	Salads	['way']	positive
1730	1933	1	meal	['the', 'begin']	positive
1120	1934	0	tamarind duck	['and', 'ordered', 'wife']	positive
1120	1934	1	noodles with ground beef	['ordered']	positive
1120	1934	2	dishes	['the', 'evoked']	positive
1120	1934	3	Thai flavors	['evoked']	positive
3314	1936	0	view	['of', 'top']	positive
3516	1939	0	prices	['The', '$']	positive
3516	1939	1	entree	['and', '$', 'for', 'less', 'an', 'dinner']	positive
3516	1939	2	dinner	['entree', 'for']	neutral
3516	1939	3	lunch	['for', 'less']	positive
2799	1940	0	prices	['beat', 'the']	positive
1668	1943	0	cuisine	['impressed', 'the', 'by']	positive
3264	1944	0	black cod with yuzu sauce	['the', 'wonderful', 'had', 'which']	positive
2922	1945	0	Prices	['high']	negative
1357	1950	0	spot	['sweet', 'attitude', 'in', 'an']	positive
1670	1951	0	wait	['a', 'be', 'might', 'there', 'have', 'Yes', 'ROOT']	negative
1670	1951	1	reservations	['have', 'no']	neutral
189	1954	0	bread	['from', 'salad', 'Everything', 'time', 'the', 'soft']	negative
189	1954	1	salad	['soggy', 'bread']	negative
189	1954	2	service	['with', 'Everything', 'deliver', 'rude', 'an']	negative
189	1954	3	food	['below', 'deliver', 'average']	negative
189	1954	4	wait	['time']	negative
1488	1957	0	pizza	['their', 'all', 'great']	positive
1488	1957	1	sicilian	['The', 'favorite']	positive
2190	1958	0	Downstairs lounge	['attraction']	positive
2653	1959	0	menu prices	['The', 'expensive']	negative
2653	1959	1	quality	['and', 'portion', 'size']	negative
2653	1959	2	portion size	['get', 'quality', 'in']	negative
2973	1960	0	food	['The', 'amazing']	positive
2973	1960	1	service	['the', 'rushed', 'prompt', 'over', 'helpful']	positive
365	1961	0	food	['delivered']	neutral
365	1961	1	busboy	['a', 'delivered', 'waiter', 'got', 'by']	negative
365	1961	2	waiter	['not', 'busboy']	negative
365	1961	3	cheese	['got', 'offered', 'no']	negative
365	1961	4	pasta	['the', 'offered', 'for']	negative
365	1961	5	water and wine glasses	['our', 'on', 'spent', 'remained']	negative
365	1961	6	wine	['on', 'spent', 'glasses']	neutral
365	1961	7	meal	['our', 'EMPTY', 'entire']	neutral
136	1962	0	takeout	['The', 'great']	positive
2236	1963	0	food	['fresh', 'The']	negative
2236	1963	1	sauces	['bland', 'the', 'oily']	negative
2483	1965	0	prix fixe meal	['a', 'pricey', 'without']	negative
1096	1966	0	ambiance	['the', 'because', 'spot']	positive
1096	1966	1	night scene	['the', 'alive']	positive
1096	1966	2	spot	['and', 'This', 'is', 'ambiance', 'alive', 'an', 'definitely', 'excellent', 'date', 'ROOT']	positive
2366	1968	0	expresso	['the', 'liked', 'it']	positive
3275	1970	0	waitress	['the', 'awesome']	positive
1591	1972	0	shows	['and', 'about', 'it', 'everythig', 'actors', 'the']	positive
1591	1972	1	actors	['everythig', 'shows']	positive
2240	1973	0	service	['The', 'friendly', 'fast']	positive
2240	1973	1	food	['the', 'tasty']	positive
2240	1973	2	hot sauce	['the', 'had', 'best']	positive
2240	1973	3	meals	['to', 'add', 'your']	neutral
799	1974	0	food	['The', 'OK']	neutral
2923	1975	0	ambiance	['ROOT', 'Zero', 'boot']	negative
2854	1977	0	service	['integral']	positive
2854	1977	1	dining	['to', 'fine', 'integral']	positive
3392	1978	0	thai popcorn	[':']	positive
1844	1980	0	drinks	['the', 'great']	positive
1844	1980	1	decor	['the', 'great']	positive
1844	1980	2	food	['the', 'great']	positive
2859	1981	0	chef	['a', 'appeared', 'usher']	negative
2859	1981	1	check	['the', 'from', 'lifted']	neutral
2431	1982	0	parathas	['and', 'The', 'made', 'kebabs']	positive
2431	1982	1	kebabs	['parathas', 'made']	positive
741	1984	0	tuna	['and', 'potatoes', 'wasabe']	positive
741	1984	1	wasabe potatoes	['tuna', 'The', 'excellent']	positive
775	1985	0	coat check girls	['for', 'was', 'who', 'disappointment', 'night', 'seem', 'ROOT', 'the', 'know']	negative
775	1985	1	coat check girls	['for', 'was', 'who', 'disappointment', 'night', 'seem', 'ROOT', 'the', 'know']	negative
800	1986	0	food	['the', 'believe']	positive
896	1987	0	beer	['the', 'cold']	positive
1618	1990	0	desserts	['cannoli', 'great', 'had']	positive
1618	1990	1	cannoli	['desserts', 'the', 'including', 'best', 'had']	positive
